timestamp,conversation,bt_level_avg,bt_level_std,bt_total_devices_around,bt_total_far,bt_total_farther,bt_total_near,bt_total_nearer,wifi_level_avg,wifi_level_std,wifi_total_devices_around,wifi_total_far,wifi_total_near,wifi_total_nearer,phone_in_dark,phone_charging,phone_locked,activity_inference_0,activity_inference_1,activity_inference_2,activity_inference_3,audio_inference_0,audio_inference_1,audio_inference_2
2013-03-27 18:50:00,0.0,-83.0,10.737118528064887,7.0,4.0,1.0,2.0,0.0,-76.0,14.020277522866008,12.0,3.0,8.0,1.0,0.0,0.0,0.0,141.0,0.0,0.0,4.0,114.0,19.0,12.0
2013-03-27 19:00:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
2013-03-27 19:10:00,0.0,-81.0,10.668154658117954,7.0,3.0,1.0,2.0,1.0,-67.0,23.51965651161263,12.0,4.0,6.0,2.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,549.0,45.0,6.0
2013-03-27 19:20:00,0.0,,,,,,,,-71.66666666666667,25.261825577297543,17.0,9.0,5.0,3.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,41.0,38.0,521.0
2013-03-27 19:30:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,600.0
2013-03-27 19:40:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,600.0
2013-03-27 19:50:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,600.0
2013-03-27 20:00:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,600.0
2013-03-27 20:10:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,600.0
2013-03-27 20:20:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,600.0
2013-03-27 20:30:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,600.0
2013-03-27 20:40:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,600.0
2013-03-27 20:50:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,600.0
2013-03-27 21:00:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,600.0
2013-03-27 21:10:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,600.0
2013-03-27 21:20:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,600.0
2013-03-27 21:30:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,600.0
2013-03-27 21:40:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,600.0
2013-03-27 21:50:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,600.0
2013-03-27 22:00:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,600.0
2013-03-27 22:10:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,600.0
2013-03-27 22:20:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,600.0
2013-03-27 22:30:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,600.0
2013-03-27 22:40:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,600.0
2013-03-27 22:50:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,600.0
2013-03-27 23:00:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,600.0
2013-03-27 23:10:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,600.0
2013-03-27 23:20:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,600.0
2013-03-27 23:30:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,600.0
2013-03-27 23:40:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,600.0
2013-03-27 23:50:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,600.0
2013-03-28 00:00:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,600.0
2013-03-28 00:10:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,600.0
2013-03-28 00:20:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,600.0
2013-03-28 00:30:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,600.0
2013-03-28 00:40:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,600.0
2013-03-28 00:50:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,600.0
2013-03-28 01:00:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,600.0
2013-03-28 01:10:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,600.0
2013-03-28 01:20:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,600.0
2013-03-28 01:30:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,600.0
2013-03-28 01:40:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,600.0
2013-03-28 01:50:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,600.0
2013-03-28 02:00:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,600.0
