timestamp,conversation,bt_level_avg,bt_level_std,bt_total_devices_around,bt_total_far,bt_total_farther,bt_total_near,bt_total_nearer,wifi_level_avg,wifi_level_std,wifi_total_devices_around,wifi_total_far,wifi_total_near,wifi_total_nearer,phone_in_dark,phone_charging,phone_locked,activity_inference_0,activity_inference_1,activity_inference_2,activity_inference_3,audio_inference_0,audio_inference_1,audio_inference_2
2013-03-27 17:00:00,87.0,-75.0,2.3094010767585034,3.0,0.0,0.0,3.0,0.0,-66.0,24.537927583842325,14.0,4.0,7.0,3.0,0.0,0.0,0.0,92.0,0.0,0.0,4.0,10.0,80.0,6.0
2013-03-27 17:10:00,600.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,117.0,461.0,22.0
2013-03-27 17:20:00,600.0,-81.0,9.429563439877091,4.0,1.0,1.0,2.0,0.0,-65.0,25.269644735431978,14.0,4.0,7.0,3.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,120.0,450.0,30.0
2013-03-27 17:30:00,206.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,251.0,244.0,105.0
2013-03-27 17:40:00,203.0,-77.0,12.274635093014645,4.0,2.0,0.0,1.0,1.0,-75.33333333333333,15.647748251338358,16.0,7.0,8.0,1.0,0.0,0.0,0.0,311.0,255.0,18.0,16.0,285.0,71.0,244.0
2013-03-27 17:50:00,51.0,,,,,,,,-83.21052631578948,7.498475915926636,24.0,19.0,6.0,1.0,218.0,0.0,546.0,167.0,160.0,273.0,0.0,57.0,13.0,530.0
2013-03-27 18:00:00,0.0,,,,,,,,-84.05263157894737,7.429757901080699,5.0,4.0,1.0,0.0,600.0,0.0,600.0,600.0,0.0,0.0,0.0,599.0,0.0,1.0
2013-03-27 18:10:00,0.0,,,,,,,,-84.28947368421052,7.9526447827699,5.0,4.0,1.0,0.0,600.0,0.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
2013-03-27 18:20:00,0.0,,,,,,,,-84.44736842105263,8.464743842312956,5.0,4.0,1.0,0.0,600.0,0.0,600.0,600.0,0.0,0.0,0.0,598.0,0.0,2.0
2013-03-27 18:30:00,0.0,,,,,,,,-84.70270270270271,8.596524353089102,5.0,4.0,1.0,0.0,600.0,0.0,600.0,600.0,0.0,0.0,0.0,598.0,1.0,1.0
2013-03-27 18:40:00,0.0,,,,,,,,-84.6842105263158,8.107248411256512,5.0,4.0,1.0,0.0,600.0,0.0,600.0,600.0,0.0,0.0,0.0,585.0,10.0,5.0
