timestamp,conversation,bt_level_avg,bt_level_std,bt_total_devices_around,bt_total_far,bt_total_farther,bt_total_near,bt_total_nearer,wifi_level_avg,wifi_level_std,wifi_total_devices_around,wifi_total_far,wifi_total_near,wifi_total_nearer,phone_in_dark,phone_charging,phone_locked,activity_inference_0,activity_inference_1,activity_inference_2,activity_inference_3,audio_inference_0,audio_inference_1,audio_inference_2,audio_inference_3
2013-03-27 04:00:00,0.0,,,,,,,,-75.0,29.93372308580705,9.0,5.0,3.0,1.0,595.0,595.0,595.0,427.0,0.0,0.0,168.0,595.0,0.0,0.0,0
2013-03-27 04:10:00,0.0,,,,,,,,,,,,,,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 04:20:00,0.0,,,,,,,,-77.0,12.345473433032621,8.0,4.0,3.0,1.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 04:30:00,0.0,,,,,,,,,,,,,,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 04:40:00,0.0,,,,,,,,-82.0,13.418064109417736,10.0,7.0,2.0,1.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 04:50:00,0.0,,,,,,,,-85.0,8.297255235585105,10.0,8.0,2.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 05:00:00,0.0,,,,,,,,-84.0,8.573862088412149,10.0,7.0,3.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 05:10:00,0.0,,,,,,,,,,,,,,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 05:20:00,0.0,,,,,,,,-82.0,7.557924465236619,10.0,7.0,3.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 05:30:00,0.0,,,,,,,,,,,,,,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 05:40:00,0.0,,,,,,,,-80.0,9.262229153335005,10.0,7.0,3.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 05:50:00,0.0,,,,,,,,-79.0,8.671473026219044,9.0,6.0,3.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 06:00:00,0.0,,,,,,,,-81.0,10.104454463255301,10.0,7.0,3.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 06:10:00,0.0,,,,,,,,,,,,,,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 06:20:00,0.0,,,,,,,,-75.0,23.60884956489362,10.0,7.0,2.0,1.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 06:30:00,0.0,,,,,,,,-81.0,11.7983049630021,11.0,8.0,2.0,1.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,599.0,0.0,1.0,0
2013-03-27 06:40:00,0.0,,,,,,,,-82.0,12.314810004809067,11.0,8.0,2.0,1.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 06:50:00,0.0,,,,,,,,,,,,,,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 07:00:00,0.0,-99.0,,1.0,0.0,1.0,0.0,0.0,-81.0,10.467409740077374,10.0,7.0,3.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 07:10:00,0.0,,,,,,,,,,,,,,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 07:20:00,0.0,,,,,,,,-82.0,10.904127658827184,10.0,7.0,3.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 07:30:00,0.0,,,,,,,,-81.0,11.666190466471907,10.0,6.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 07:40:00,0.0,-90.0,,1.0,1.0,0.0,0.0,0.0,-80.0,11.713714658941933,10.0,6.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 07:50:00,0.0,,,,,,,,,,,,,,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 08:00:00,0.0,-84.0,,1.0,1.0,0.0,0.0,0.0,-81.0,12.014197000669014,9.0,6.0,3.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 08:10:00,0.0,,,,,,,,,,,,,,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 08:20:00,0.0,,,,,,,,-84.0,12.163698268025048,10.0,7.0,3.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 08:30:00,0.0,,,,,,,,-79.0,22.644820131497596,12.0,9.0,2.0,1.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 08:40:00,0.0,,,,,,,,-79.0,22.625240665051834,12.0,9.0,2.0,1.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 08:50:00,0.0,,,,,,,,,,,,,,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 09:00:00,0.0,,,,,,,,-80.0,11.671903586533489,10.0,5.0,4.0,1.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 09:10:00,0.0,,,,,,,,,,,,,,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 09:20:00,0.0,,,,,,,,-81.0,12.371521549694098,11.0,6.0,4.0,1.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 09:30:00,0.0,,,,,,,,-81.0,11.32401577768829,10.0,6.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 09:40:00,0.0,,,,,,,,-81.0,11.264990013311152,10.0,6.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 09:50:00,0.0,,,,,,,,,,,,,,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 10:00:00,0.0,,,,,,,,-80.5,11.3058686871126,12.0,8.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 10:10:00,0.0,,,,,,,,,,,,,,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 10:20:00,0.0,,,,,,,,-86.0,11.651895410904899,6.0,5.0,1.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 10:30:00,0.0,,,,,,,,-83.0,11.045361017187261,8.0,5.0,3.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 10:40:00,0.0,,,,,,,,-83.0,10.80674392616547,8.0,5.0,3.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 10:50:00,0.0,,,,,,,,,,,,,,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 11:00:00,0.0,,,,,,,,-83.0,10.576990463866707,11.0,7.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 11:10:00,0.0,,,,,,,,,,,,,,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 11:20:00,0.0,,,,,,,,-84.0,11.842911190013435,11.0,7.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 11:30:00,0.0,,,,,,,,-82.0,10.442918435693418,11.0,7.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,598.0,2.0,0.0,0
2013-03-27 11:40:00,0.0,,,,,,,,-82.0,11.092995332846105,11.0,7.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,599.0,1.0,0.0,0
2013-03-27 11:50:00,0.0,,,,,,,,,,,,,,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 12:00:00,0.0,,,,,,,,-83.5,11.63077567786765,12.0,7.0,5.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,596.0,4.0,0.0,0
2013-03-27 12:10:00,0.0,,,,,,,,,,,,,,600.0,600.0,600.0,600.0,0.0,0.0,0.0,598.0,2.0,0.0,0
2013-03-27 12:20:00,0.0,,,,,,,,-82.0,11.26377943998937,11.0,6.0,5.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,594.0,6.0,0.0,0
2013-03-27 12:30:00,0.0,,,,,,,,-80.0,11.907980517283358,11.0,7.0,4.0,0.0,600.0,235.0,236.0,600.0,0.0,0.0,0.0,587.0,10.0,3.0,0
2013-03-27 12:40:00,0.0,,,,,,,,-80.0,11.907980517283358,11.0,7.0,4.0,0.0,600.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0
2013-03-27 12:50:00,152.0,,,,,,,,-83.33333333333333,6.646428917606804,22.0,17.0,5.0,0.0,303.0,0.0,0.0,311.0,259.0,9.0,21.0,213.0,41.0,346.0,0
2013-03-27 13:00:00,21.0,-82.0,6.855654600401044,4.0,1.0,1.0,2.0,0.0,-80.0,8.967202143685302,8.0,4.0,4.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,212.0,16.0,372.0,0
2013-03-27 13:10:00,0.0,,,,,,,,-80.0,8.972179222463181,8.0,4.0,4.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,393.0,198.0,9.0,0
