timestamp,conversation,bt_level_avg,bt_level_std,bt_total_devices_around,bt_total_far,bt_total_farther,bt_total_near,bt_total_nearer,wifi_level_avg,wifi_level_std,wifi_total_devices_around,wifi_total_far,wifi_total_near,wifi_total_nearer,phone_in_dark,phone_charging,phone_locked,activity_inference_0,activity_inference_1,activity_inference_2,activity_inference_3,audio_inference_0,audio_inference_1,audio_inference_2
2013-03-27 04:00:00,0.0,-68.0,3.511884584284246,3.0,0.0,0.0,2.0,1.0,-75.0,14.405432430735411,14.0,6.0,7.0,1.0,0.0,0.0,0.0,439.0,0.0,0.0,108.0,547.0,0.0,0.0
2013-03-27 04:10:00,0.0,,,,,,,,-73.0,15.479605350853806,11.0,3.0,7.0,1.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
2013-03-27 04:20:00,0.0,-71.0,15.59807680452946,5.0,0.0,1.0,3.0,1.0,-74.0,15.631165450257807,12.0,4.0,7.0,1.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
2013-03-27 04:30:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
2013-03-27 04:40:00,0.0,-87.0,13.087313619600387,9.0,1.0,5.0,2.0,1.0,-74.0,15.523930695620367,12.0,4.0,7.0,1.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
2013-03-27 04:50:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
2013-03-27 05:00:00,0.0,-82.0,13.074875944053197,7.0,1.0,3.0,2.0,1.0,-76.0,15.87733427215487,13.0,5.0,7.0,1.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
2013-03-27 05:10:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,597.0,1.0,2.0
2013-03-27 05:20:00,0.0,-80.0,12.389511693363866,6.0,3.0,1.0,1.0,1.0,-62.0,36.658938579530336,10.0,5.0,2.0,3.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
2013-03-27 05:30:00,0.0,,,,,,,,-72.0,17.4602111773877,13.0,5.0,4.0,4.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
