timestamp,conversation,bt_level_avg,bt_level_std,bt_total_devices_around,bt_total_far,bt_total_farther,bt_total_near,bt_total_nearer,wifi_level_avg,wifi_level_std,wifi_total_devices_around,wifi_total_far,wifi_total_near,wifi_total_nearer,phone_in_dark,phone_charging,phone_locked,activity_inference_0,activity_inference_1,activity_inference_2,activity_inference_3,audio_inference_0,audio_inference_1,audio_inference_2
2013-03-27 17:00:00,63.0,-78.0,16.546903033498445,5.0,0.0,2.0,1.0,2.0,-63.0,29.403595504145894,14.0,5.0,5.0,4.0,0.0,0.0,0.0,68.0,0.0,0.0,4.0,4.0,61.0,7.0
2013-03-27 17:10:00,600.0,,,,,,,,-71.5,16.405618516497114,15.0,5.0,9.0,2.0,0.0,0.0,0.0,436.0,164.0,0.0,0.0,54.0,501.0,45.0
2013-03-27 17:20:00,600.0,-81.0,15.449919093639293,5.0,0.0,3.0,1.0,1.0,-65.0,23.455874989316786,18.0,5.0,10.0,3.0,0.0,0.0,0.0,197.0,162.0,0.0,241.0,61.0,505.0,34.0
2013-03-27 17:30:00,600.0,,,,,,,,-81.77777777777777,8.725019012394336,21.0,17.0,9.0,4.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,28.0,361.0,211.0
2013-03-27 17:40:00,600.0,-97.0,,1.0,0.0,1.0,0.0,0.0,-81.63636363636364,8.31969792974647,17.0,10.0,5.0,2.0,286.0,0.0,286.0,39.0,524.0,13.0,24.0,20.0,335.0,245.0
2013-03-27 17:50:00,600.0,,,,,,,,-83.2,8.197994902046862,14.0,14.0,6.0,1.0,600.0,0.0,600.0,179.0,39.0,209.0,173.0,0.0,206.0,394.0
2013-03-27 18:00:00,600.0,-88.0,2.8284271247461903,2.0,2.0,0.0,0.0,0.0,-80.6,10.766357323628519,13.0,10.0,3.0,1.0,600.0,0.0,600.0,600.0,0.0,0.0,0.0,0.0,423.0,177.0
2013-03-27 18:10:00,600.0,,,,,,,,-82.3,8.796278007980082,13.0,10.0,4.0,1.0,600.0,0.0,600.0,556.0,26.0,18.0,0.0,0.0,273.0,327.0
2013-03-27 18:20:00,600.0,,,,,,,,-82.25,10.485211691146583,12.0,9.0,4.0,1.0,600.0,0.0,600.0,600.0,0.0,0.0,0.0,1.0,428.0,171.0
2013-03-27 18:30:00,600.0,,,,,,,,-80.36363636363636,13.910255071370138,15.0,8.0,6.0,2.0,600.0,0.0,600.0,600.0,0.0,0.0,0.0,0.0,404.0,196.0
2013-03-27 18:40:00,391.0,-93.0,,1.0,0.0,1.0,0.0,0.0,-82.55555555555556,6.925492543491998,14.0,7.0,8.0,0.0,584.0,0.0,588.0,379.0,203.0,13.0,5.0,261.0,166.0,173.0
2013-03-27 18:50:00,467.0,,,,,,,,-85.75,6.9858400164172405,24.0,14.0,10.0,0.0,0.0,0.0,0.0,215.0,372.0,0.0,13.0,61.0,196.0,343.0
2013-03-27 19:00:00,501.0,-74.0,13.178264933847197,4.0,1.0,0.0,1.0,2.0,-83.57142857142857,5.8866600823646005,20.0,16.0,8.0,0.0,0.0,0.0,0.0,67.0,90.0,443.0,0.0,81.0,258.0,261.0
2013-03-27 19:10:00,600.0,,,,,,,,-80.8,7.55241517015084,16.0,9.0,8.0,1.0,0.0,0.0,0.0,389.0,201.0,7.0,3.0,136.0,300.0,164.0
2013-03-27 19:20:00,600.0,-95.0,,1.0,0.0,1.0,0.0,0.0,-83.3,6.766098696319555,17.0,13.0,5.0,1.0,0.0,0.0,0.0,0.0,593.0,0.0,7.0,8.0,182.0,410.0
2013-03-27 19:30:00,169.0,,,,,,,,-80.375,12.46022587173514,14.0,10.0,5.0,2.0,0.0,0.0,0.0,231.0,183.0,0.0,186.0,90.0,52.0,458.0
2013-03-27 19:40:00,0.0,,,,,,,,-78.4,12.401373493460245,14.0,8.0,4.0,2.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,1.0,599.0
2013-03-27 19:50:00,0.0,,,,,,,,-79.8,11.886169403271914,15.0,9.0,5.0,2.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,1.0,599.0
2013-03-27 20:00:00,0.0,,,,,,,,-80.45454545454545,12.266985100653567,15.0,9.0,6.0,2.0,67.0,332.0,0.0,600.0,0.0,0.0,0.0,334.0,13.0,253.0
2013-03-27 20:10:00,0.0,,,,,,,,-84.54545454545455,6.027188898929878,14.0,11.0,4.0,0.0,600.0,600.0,587.0,600.0,0.0,0.0,0.0,587.0,9.0,4.0
2013-03-27 20:20:00,0.0,,,,,,,,-82.54545454545455,11.726615384886806,16.0,13.0,4.0,1.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,599.0,0.0,1.0
2013-03-27 20:30:00,0.0,,,,,,,,-81.9,13.244236485474786,14.0,11.0,4.0,1.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
2013-03-27 20:40:00,0.0,,,,,,,,-84.36363636363636,7.421339247631734,15.0,12.0,4.0,1.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,573.0,3.0,24.0
2013-03-27 20:50:00,0.0,,,,,,,,-84.4,6.602773534065861,14.0,12.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,599.0,1.0,0.0
2013-03-27 21:00:00,0.0,,,,,,,,-82.9090909090909,7.399693169930373,15.0,11.0,6.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
2013-03-27 21:10:00,0.0,,,,,,,,-81.0,7.829826640571099,16.0,11.0,6.0,0.0,600.0,600.0,569.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
2013-03-27 21:20:00,0.0,,,,,,,,-79.0,10.319483295106588,14.0,8.0,7.0,1.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,599.0,0.0,1.0
2013-03-27 21:30:00,0.0,,,,,,,,-78.9,10.731672596916017,14.0,8.0,6.0,1.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,430.0,1.0,169.0
2013-03-27 21:40:00,0.0,,,,,,,,-80.7,8.50741960309951,16.0,10.0,6.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,559.0,16.0,25.0
2013-03-27 21:50:00,0.0,,,,,,,,-80.0,9.810602537596175,14.0,9.0,6.0,1.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,597.0,3.0,0.0
2013-03-27 22:00:00,0.0,,,,,,,,-80.16666666666667,9.045800639984865,16.0,11.0,5.0,1.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,596.0,1.0,3.0
2013-03-27 22:10:00,0.0,,,,,,,,-80.45454545454545,8.346721616016096,15.0,11.0,8.0,1.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,590.0,6.0,4.0
2013-03-27 22:20:00,0.0,,,,,,,,-78.45454545454545,12.546527982542539,14.0,9.0,5.0,1.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,599.0,1.0,0.0
2013-03-27 22:30:00,182.0,,,,,,,,-80.0,9.882551276921948,17.0,13.0,5.0,1.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,274.0,108.0,218.0
