timestamp,conversation,bt_level_avg,bt_level_std,bt_total_devices_around,bt_total_far,bt_total_farther,bt_total_near,bt_total_nearer,wifi_level_avg,wifi_level_std,wifi_total_devices_around,wifi_total_far,wifi_total_near,wifi_total_nearer,phone_in_dark,phone_charging,phone_locked,activity_inference_0,activity_inference_1,activity_inference_2,activity_inference_3,audio_inference_0,audio_inference_1,audio_inference_2
2013-03-27 04:00:00,0.0,,,,,,,,-82.8,10.259733937968806,14.0,10.0,5.0,0.0,525.0,0.0,0.0,492.0,0.0,0.0,33.0,525.0,0.0,0.0
2013-03-27 04:10:00,0.0,-90.0,3.7859388972001824,3.0,1.0,2.0,0.0,0.0,-79.75,10.150919077748513,13.0,9.0,4.0,0.0,600.0,0.0,0.0,585.0,13.0,0.0,2.0,596.0,4.0,0.0
2013-03-27 04:20:00,0.0,,,,,,,,-76.75,11.21763204464175,6.0,3.0,3.0,0.0,600.0,0.0,0.0,597.0,0.0,0.0,3.0,600.0,0.0,0.0
2013-03-27 04:30:00,0.0,-87.0,,1.0,1.0,0.0,0.0,0.0,-80.0,11.308160776930045,9.0,6.0,3.0,0.0,600.0,270.0,227.0,590.0,0.0,0.0,10.0,600.0,0.0,0.0
2013-03-27 04:40:00,0.0,,,,,,,,-78.4,11.387704825928285,8.0,5.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
2013-03-27 04:50:00,0.0,-91.0,,1.0,0.0,1.0,0.0,0.0,-81.5,11.360346439959258,9.0,6.0,3.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
2013-03-27 05:00:00,0.0,,,,,,,,-81.0,10.45290565173043,9.0,5.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
2013-03-27 05:10:00,0.0,,,,,,,,-81.0,10.763862526969337,9.0,5.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
2013-03-27 05:20:00,0.0,,,,,,,,-80.0,10.708077712930168,8.0,5.0,3.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
2013-03-27 05:30:00,0.0,-90.0,,1.0,1.0,0.0,0.0,0.0,-81.33333333333333,11.092521896045296,10.0,7.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
2013-03-27 05:40:00,0.0,,,,,,,,-81.0,10.826286489764685,11.0,7.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
2013-03-27 05:50:00,0.0,-95.0,,1.0,0.0,1.0,0.0,0.0,-82.33333333333333,11.427097903776406,13.0,9.0,3.0,1.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
2013-03-27 06:00:00,0.0,,,,,,,,-81.5,11.693016196070968,11.0,7.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
2013-03-27 06:10:00,0.0,-85.0,,1.0,1.0,0.0,0.0,0.0,-81.8,10.931226106832616,11.0,7.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
2013-03-27 06:20:00,0.0,,,,,,,,-82.66666666666667,11.067617542529732,12.0,8.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
2013-03-27 06:30:00,0.0,-92.0,,1.0,0.0,1.0,0.0,0.0,-82.25,10.647778767709777,12.0,8.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,598.0,2.0,0.0
2013-03-27 06:40:00,0.0,,,,,,,,-82.0,11.215659181451032,11.0,7.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
2013-03-27 06:50:00,0.0,-97.0,,1.0,0.0,1.0,0.0,0.0,-82.0,11.057980382720178,11.0,8.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
2013-03-27 07:00:00,0.0,,,,,,,,-81.33333333333333,11.225833694833428,11.0,7.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
2013-03-27 07:10:00,0.0,,,,,,,,-81.0,11.340295418742112,11.0,7.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
2013-03-27 07:20:00,0.0,,,,,,,,-81.75,10.290140652139682,12.0,8.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
2013-03-27 07:30:00,0.0,-84.0,,1.0,1.0,0.0,0.0,0.0,-81.0,10.88520713184194,10.0,6.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
2013-03-27 07:40:00,0.0,,,,,,,,-82.0,10.854599295751596,11.0,7.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
2013-03-27 07:50:00,0.0,-86.0,10.606601717798213,2.0,0.0,1.0,1.0,0.0,-81.0,10.325608060457352,11.0,7.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
2013-03-27 08:00:00,0.0,,,,,,,,-81.5,10.409978947214881,11.0,8.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
2013-03-27 08:10:00,0.0,-94.0,,1.0,0.0,1.0,0.0,0.0,-81.66666666666667,10.997784010274588,11.0,7.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
2013-03-27 08:20:00,0.0,,,,,,,,-82.2,9.802425796711416,12.0,8.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
2013-03-27 08:30:00,0.0,-87.0,,1.0,1.0,0.0,0.0,0.0,-82.0,10.330889251524901,12.0,8.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
2013-03-27 08:40:00,0.0,,,,,,,,-81.4,10.883642603843978,12.0,8.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
2013-03-27 08:50:00,0.0,-89.0,,1.0,1.0,0.0,0.0,0.0,-81.0,11.29264819888011,11.0,7.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
2013-03-27 09:00:00,0.0,,,,,,,,-83.0,10.716481801671662,13.0,10.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
2013-03-27 09:10:00,0.0,,,,,,,,-82.0,9.944003918314632,12.0,9.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
2013-03-27 09:20:00,0.0,,,,,,,,-83.0,11.02990274019847,12.0,8.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
2013-03-27 09:30:00,0.0,-87.0,2.8284271247461903,2.0,2.0,0.0,0.0,0.0,-82.25,11.063049454595081,13.0,9.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
2013-03-27 09:40:00,0.0,,,,,,,,-81.25,10.878517077839032,12.0,8.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
2013-03-27 09:50:00,0.0,-92.0,2.8284271247461903,2.0,1.0,1.0,0.0,0.0,-81.0,10.547288801192249,13.0,8.0,5.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
2013-03-27 10:00:00,0.0,,,,,,,,-81.0,10.442903921915399,11.0,7.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
2013-03-27 10:10:00,0.0,,,,,,,,-81.5,10.632169928068326,12.0,8.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
