timestamp,conversation,bt_level_avg,bt_level_std,bt_total_devices_around,bt_total_far,bt_total_farther,bt_total_near,bt_total_nearer,wifi_level_avg,wifi_level_std,wifi_total_devices_around,wifi_total_far,wifi_total_near,wifi_total_nearer,phone_in_dark,phone_charging,phone_locked,activity_inference_0,activity_inference_1,activity_inference_2,activity_inference_3,audio_inference_0,audio_inference_1,audio_inference_2
2013-03-27 17:00:00,137.0,-77.0,15.184578643196806,7.0,1.0,2.0,3.0,1.0,-75.0,13.607039176526065,12.0,5.0,6.0,1.0,0.0,0.0,0.0,133.0,8.0,0.0,5.0,10.0,129.0,7.0
2013-03-27 17:10:00,600.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,120.0,456.0,24.0
2013-03-27 17:20:00,600.0,-90.0,4.806245936279167,6.0,2.0,4.0,0.0,0.0,-76.0,14.211391077710738,11.0,5.0,5.0,1.0,0.0,0.0,0.0,324.0,221.0,0.0,55.0,75.0,428.0,97.0
2013-03-27 17:30:00,25.0,,,,,,,,-83.11111111111111,7.838830211722901,16.0,13.0,7.0,1.0,0.0,0.0,0.0,359.0,238.0,0.0,3.0,43.0,222.0,335.0
2013-03-27 17:40:00,494.0,-75.0,1.4142135623730951,2.0,0.0,0.0,2.0,0.0,-82.91666666666667,8.53687534966962,10.0,7.0,4.0,0.0,0.0,0.0,0.0,449.0,136.0,0.0,15.0,10.0,368.0,222.0
2013-03-27 17:50:00,600.0,,,,,,,,-84.0,9.018499505645789,3.0,2.0,1.0,0.0,0.0,0.0,0.0,504.0,96.0,0.0,0.0,218.0,323.0,59.0
2013-03-27 18:00:00,400.0,-78.0,7.681145747868608,5.0,0.0,1.0,4.0,0.0,-85.0,7.023769168568492,3.0,2.0,1.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,299.0,271.0,30.0
2013-03-27 18:10:00,600.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,168.0,340.0,92.0
2013-03-27 18:20:00,600.0,-74.0,10.408329997330664,3.0,1.0,0.0,1.0,1.0,-82.0,5.495452665613635,5.0,2.0,3.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,118.0,431.0,51.0
2013-03-27 18:30:00,600.0,,,,,,,,-86.0,6.757711644237764,4.0,3.0,1.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,129.0,420.0,51.0
